,0.0,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,2.0,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,4.0
0,1.0,0.9533908178917784,0.9109515769351304,0.8721411494355122,0.8365068482829038,0.8037185432325963,0.7734377122509553,0.7453862224674948,0.7195364964384039,0.6954873680005896,0.6736441772397959,0.653264744464079,0.6337013160911154,0.615954340156146,0.5996055381564329,0.5844478310269847,0.5697783346271887,0.5560507139148119,0.5433583529862291,0.5311556306508822,0.5208620193034611
5,0.9961946980917455,0.9500501178938032,0.9080172118767174,0.8695704635165659,0.8342745644145642,0.8017672274090166,0.7717501506688791,0.7439418099374127,0.7182688961983957,0.6944211957338774,0.6723222979993699,0.6519620219991635,0.633096561401627,0.615278836214294,0.5989267403219837,0.5839776071973141,0.5696530186061896,0.5566203948646746,0.5440799712678942,0.5336228878071528,0.5225902394291013
10,0.984807753012208,0.939841317610292,0.8989013823829087,0.8614776607367247,0.8271201956419745,0.7954679557191936,0.7662198985663661,0.739144395193515,0.7140974720222605,0.6907748973020956,0.6691914106789888,0.6490515632764458,0.6300315189246376,0.612943658550071,0.5970814521891833,0.5817546848951313,0.568977748162419,0.5563093196665261,0.5442222392225063,0.5329860654833063,0.5225603036606054
15,0.9659258262890683,0.9228079090113565,0.8835988466826853,0.8477877515031113,0.8149389187598574,0.784676200353127,0.7566922637389264,0.7307373180951079,0.7065834207307118,0.6840578730120462,0.6632123180811136,0.6434959931428312,0.6253399095662423,0.6081718063772779,0.5930591311771558,0.5789421033291101,0.5656822914033452,0.5527759693070728,0.5415274314619433,0.5303602698553759,0.5195243592951274
20,0.9396926207859084,0.8990514317707482,0.8621538096871223,0.8284933001639675,0.7976337712234625,0.7692196397799203,0.7429385723727557,0.7185360638790619,0.6958017881350932,0.6745710909792383,0.6547326998220414,0.6361557040321046,0.6190376558878694,0.6028054916870677,0.58753428639584,0.5731717719258224,0.559641770449918,0.547073200559925,0.5345315256841718,0.5240548043572507,0.5127226808738883
25,0.9063077870366499,0.8687118904847742,0.8346123071619655,0.8035217971544216,0.7750321509839685,0.7488030378471906,0.7245519271757326,0.7020346168063633,0.6810570447183687,0.6614484353895317,0.6430723233190868,0.6258258384216311,0.6096081433948312,0.5943466537024347,0.5803484365979631,0.5669746638255897,0.5543753460527309,0.5417248842840312,0.5302819463188687,0.519694970597194,0.5096254062953157
30,0.8660254037844387,0.8319122841327217,0.8010004193638243,0.7728274758037803,0.7470166720593815,0.7232527667204376,0.7012737309549335,0.6808579082615761,0.6618237973708139,0.6440147952007461,0.6273566658129639,0.6116589758712003,0.5967095251958652,0.582920858710552,0.5694610381573115,0.5572613054148279,0.5454214975294284,0.5336757217871331,0.5235564723893967,0.5134774556176726,0.5030655555697212
35,0.8191520442889918,0.7888257323626666,0.7613571811914334,0.7363244622306184,0.7133871064975443,0.6922653772236117,0.6727240236151195,0.6545712372070152,0.6376262401685624,0.6217638008276248,0.6069018132629934,0.5928072063145357,0.5795284736298778,0.5669611772450743,0.5550112224862598,0.5436166733257694,0.5331370441052979,0.5228934108316668,0.513110716392133,0.5031515440113062,0.49409323009835765
40,0.766044443118978,0.7396939595641502,0.7158077678403353,0.6940371172006479,0.6740827529669807,0.6556883948471446,0.6386585676381726,0.6228209900077094,0.6080334638413504,0.5941764446603832,0.5811478648538242,0.5688597570958047,0.5572853453367334,0.5462115187009386,0.5358261336620184,0.5258718427692454,0.5161978280198407,0.5072948942522991,0.49831762937141,0.48992380203827435,0.48184511093642607
45,0.7071067811865476,0.6847998742723553,0.6645373846338756,0.6460631892491976,0.6290716033603525,0.6133983193891516,0.5988650865349157,0.5853371484924541,0.5726954488793631,0.5608415743139333,0.5496903264159266,0.5391714625353426,0.5292105492463519,0.519789277839908,0.5108130309926469,0.5022113189450422,0.49402795397474514,0.4861941385403995,0.47878773568516536,0.4714701418361016,0.464692232178371
50,0.6427876096865394,0.6244784671344825,0.6077793401892034,0.5925341033474736,0.5784423996650278,0.5654352344707925,0.553340041528651,0.5420434437296158,0.531471705385127,0.5215387928829035,0.5121819654473618,0.5033415517203315,0.49496283772683464,0.4870118823386153,0.4794588453283543,0.4722510311285498,0.46536770485350604,0.458782226414633,0.4524715084861047,0.44637759879620525,0.44054825593371405
